index;activityName;geography;product;unitName
3206;electricity production, nuclear, pressure water reactor;CN-FJ;electricity, high voltage;kWh
3207;electricity production, nuclear, pressure water reactor;CN-GD;electricity, high voltage;kWh
3208;electricity production, nuclear, pressure water reactor;CN-GX;electricity, high voltage;kWh
3209;electricity production, nuclear, pressure water reactor;CN-HA;electricity, high voltage;kWh
3210;electricity production, nuclear, pressure water reactor;CN-JS;electricity, high voltage;kWh
3211;electricity production, nuclear, pressure water reactor;CN-LN;electricity, high voltage;kWh
3212;electricity production, nuclear, pressure water reactor;CN-SD;electricity, high voltage;kWh
3213;electricity production, nuclear, pressure water reactor;CN-SH;electricity, high voltage;kWh
3214;electricity production, nuclear, pressure water reactor;CN-ZJ;electricity, high voltage;kWh
3215;electricity production, nuclear, pressure water reactor;CZ;electricity, high voltage;kWh
3216;electricity production, nuclear, pressure water reactor;DE;electricity, high voltage;kWh
3217;electricity production, nuclear, pressure water reactor;ES;electricity, high voltage;kWh
3218;electricity production, nuclear, pressure water reactor;FI;electricity, high voltage;kWh
3219;electricity production, nuclear, pressure water reactor;FR;electricity, high voltage;kWh
3220;electricity production, nuclear, pressure water reactor;GB;electricity, high voltage;kWh
3221;electricity production, nuclear, pressure water reactor;HU;electricity, high voltage;kWh
3222;electricity production, nuclear, pressure water reactor;IN-TN;electricity, high voltage;kWh
3223;electricity production, nuclear, pressure water reactor;IR;electricity, high voltage;kWh
3224;electricity production, nuclear, pressure water reactor;JP;electricity, high voltage;kWh
3225;electricity production, nuclear, pressure water reactor;KR;electricity, high voltage;kWh
3226;electricity production, nuclear, pressure water reactor;LT;electricity, high voltage;kWh
3227;electricity production, nuclear, pressure water reactor;LV;electricity, high voltage;kWh
3228;electricity production, nuclear, pressure water reactor;NL;electricity, high voltage;kWh
3229;electricity production, nuclear, pressure water reactor;RO;electricity, high voltage;kWh
3230;electricity production, nuclear, pressure water reactor;RU;electricity, high voltage;kWh
3231;electricity production, nuclear, pressure water reactor;RoW;electricity, high voltage;kWh
3232;electricity production, nuclear, pressure water reactor;SE;electricity, high voltage;kWh
3233;electricity production, nuclear, pressure water reactor;SI;electricity, high voltage;kWh
3234;electricity production, nuclear, pressure water reactor;SK;electricity, high voltage;kWh
3235;electricity production, nuclear, pressure water reactor;TW;electricity, high voltage;kWh
3236;electricity production, nuclear, pressure water reactor;UA;electricity, high voltage;kWh
3237;electricity production, nuclear, pressure water reactor;US-MRO;electricity, high voltage;kWh
3238;electricity production, nuclear, pressure water reactor;US-NPCC;electricity, high voltage;kWh
3239;electricity production, nuclear, pressure water reactor;US-RFC;electricity, high voltage;kWh
3240;electricity production, nuclear, pressure water reactor;US-SERC;electricity, high voltage;kWh
3241;electricity production, nuclear, pressure water reactor;US-TRE;electricity, high voltage;kWh
3242;electricity production, nuclear, pressure water reactor;US-WECC;electricity, high voltage;kWh
3243;electricity production, nuclear, pressure water reactor;ZA;electricity, high voltage;kWh
3244;electricity production, nuclear, pressure water reactor, heavy water moderated;AR;electricity, high voltage;kWh
3245;electricity production, nuclear, pressure water reactor, heavy water moderated;CA-NB;electricity, high voltage;kWh
3246;electricity production, nuclear, pressure water reactor, heavy water moderated;CA-ON;electricity, high voltage;kWh
3247;electricity production, nuclear, pressure water reactor, heavy water moderated;CA-QC;electricity, high voltage;kWh
3248;electricity production, nuclear, pressure water reactor, heavy water moderated;CN-ZJ;electricity, high voltage;kWh
3249;electricity production, nuclear, pressure water reactor, heavy water moderated;IN-GJ;electricity, high voltage;kWh
3250;electricity production, nuclear, pressure water reactor, heavy water moderated;IN-KA;electricity, high voltage;kWh
3251;electricity production, nuclear, pressure water reactor, heavy water moderated;IN-MH;electricity, high voltage;kWh
3252;electricity production, nuclear, pressure water reactor, heavy water moderated;IN-RJ;electricity, high voltage;kWh
3253;electricity production, nuclear, pressure water reactor, heavy water moderated;IN-TN;electricity, high voltage;kWh
3254;electricity production, nuclear, pressure water reactor, heavy water moderated;IN-UP;electricity, high voltage;kWh
3255;electricity production, nuclear, pressure water reactor, heavy water moderated;JP;electricity, high voltage;kWh
3256;electricity production, nuclear, pressure water reactor, heavy water moderated;KR;electricity, high voltage;kWh
3257;electricity production, nuclear, pressure water reactor, heavy water moderated;RO;electricity, high voltage;kWh
3258;electricity production, nuclear, pressure water reactor, heavy water moderated;RU;electricity, high voltage;kWh
3259;electricity production, nuclear, pressure water reactor, heavy water moderated;RoW;electricity, high voltage;kWh
3260;electricity production, oil;AR;electricity, high voltage;kWh
3261;electricity production, oil;AT;electricity, high voltage;kWh
3262;electricity production, oil;AU;electricity, high voltage;kWh
3263;electricity production, oil;BA;electricity, high voltage;kWh
3264;electricity production, oil;BE;electricity, high voltage;kWh
3265;electricity production, oil;BG;electricity, high voltage;kWh
3266;electricity production, oil;BR-North-eastern grid;electricity, high voltage;kWh
3267;electricity production, oil;BR-Northern grid;electricity, high voltage;kWh
3268;electricity production, oil;BR-South-eastern/Mid-western grid;electricity, high voltage;kWh
3269;electricity production, oil;BR-Southern grid;electricity, high voltage;kWh
3270;electricity production, oil;CA-AB;electricity, high voltage;kWh
3271;electricity production, oil;CA-BC;electricity, high voltage;kWh
3272;electricity production, oil;CA-MB;electricity, high voltage;kWh
3273;electricity production, oil;CA-NB;electricity, high voltage;kWh
3274;electricity production, oil;CA-NF;electricity, high voltage;kWh
3275;electricity production, oil;CA-NS;electricity, high voltage;kWh
3276;electricity production, oil;CA-NT;electricity, high voltage;kWh
3277;electricity production, oil;CA-NU;electricity, high voltage;kWh
3278;electricity production, oil;CA-ON;electricity, high voltage;kWh
3279;electricity production, oil;CA-PE;electricity, high voltage;kWh
3280;electricity production, oil;CA-QC;electricity, high voltage;kWh
3281;electricity production, oil;CA-SK;electricity, high voltage;kWh
3282;electricity production, oil;CA-YK;electricity, high voltage;kWh
3283;electricity production, oil;CL;electricity, high voltage;kWh
3284;electricity production, oil;CN-AH;electricity, high voltage;kWh
3285;electricity production, oil;CN-BJ;electricity, high voltage;kWh
3286;electricity production, oil;CN-CQ;electricity, high voltage;kWh
3287;electricity production, oil;CN-FJ;electricity, high voltage;kWh
3288;electricity production, oil;CN-GD;electricity, high voltage;kWh
3289;electricity production, oil;CN-GS;electricity, high voltage;kWh
3290;electricity production, oil;CN-GX;electricity, high voltage;kWh
3291;electricity production, oil;CN-GZ;electricity, high voltage;kWh
3292;electricity production, oil;CN-HA;electricity, high voltage;kWh
3293;electricity production, oil;CN-HB;electricity, high voltage;kWh
3294;electricity production, oil;CN-HE;electricity, high voltage;kWh
3295;electricity production, oil;CN-HL;electricity, high voltage;kWh
3296;electricity production, oil;CN-HN;electricity, high voltage;kWh
3297;electricity production, oil;CN-HU;electricity, high voltage;kWh
3298;electricity production, oil;CN-JL;electricity, high voltage;kWh
3299;electricity production, oil;CN-JS;electricity, high voltage;kWh
3300;electricity production, oil;CN-JX;electricity, high voltage;kWh
3301;electricity production, oil;CN-LN;electricity, high voltage;kWh
3302;electricity production, oil;CN-NM;electricity, high voltage;kWh
3303;electricity production, oil;CN-NX;electricity, high voltage;kWh
3304;electricity production, oil;CN-QH;electricity, high voltage;kWh
3305;electricity production, oil;CN-SA;electricity, high voltage;kWh
3306;electricity production, oil;CN-SC;electricity, high voltage;kWh
3307;electricity production, oil;CN-SD;electricity, high voltage;kWh
3308;electricity production, oil;CN-SH;electricity, high voltage;kWh
3309;electricity production, oil;CN-SX;electricity, high voltage;kWh
3310;electricity production, oil;CN-TJ;electricity, high voltage;kWh
3311;electricity production, oil;CN-XJ;electricity, high voltage;kWh
3312;electricity production, oil;CN-XZ;electricity, high voltage;kWh
3313;electricity production, oil;CN-YN;electricity, high voltage;kWh
3314;electricity production, oil;CN-ZJ;electricity, high voltage;kWh
3315;electricity production, oil;CO;electricity, high voltage;kWh
3316;electricity production, oil;CY;electricity, high voltage;kWh
3317;electricity production, oil;CZ;electricity, high voltage;kWh
3318;electricity production, oil;DE;electricity, high voltage;kWh
3319;electricity production, oil;DK;electricity, high voltage;kWh
3320;electricity production, oil;EE;electricity, high voltage;kWh
3321;electricity production, oil;ES;electricity, high voltage;kWh
3322;electricity production, oil;FI;electricity, high voltage;kWh
3323;electricity production, oil;FR;electricity, high voltage;kWh
3324;electricity production, oil;GB;electricity, high voltage;kWh
3325;electricity production, oil;GR;electricity, high voltage;kWh
3326;electricity production, oil;HR;electricity, high voltage;kWh
3327;electricity production, oil;HU;electricity, high voltage;kWh
3328;electricity production, oil;ID;electricity, high voltage;kWh
3329;electricity production, oil;IE;electricity, high voltage;kWh
3330;electricity production, oil;IN-AP;electricity, high voltage;kWh
3331;electricity production, oil;IN-AS;electricity, high voltage;kWh
3332;electricity production, oil;IN-BR;electricity, high voltage;kWh
3333;electricity production, oil;IN-CT;electricity, high voltage;kWh
3334;electricity production, oil;IN-DL;electricity, high voltage;kWh
3335;electricity production, oil;IN-DN;electricity, high voltage;kWh
3336;electricity production, oil;IN-GA;electricity, high voltage;kWh
3337;electricity production, oil;IN-GJ;electricity, high voltage;kWh
3338;electricity production, oil;IN-HP;electricity, high voltage;kWh
3339;electricity production, oil;IN-HR;electricity, high voltage;kWh
3340;electricity production, oil;IN-JH;electricity, high voltage;kWh
3341;electricity production, oil;IN-JK;electricity, high voltage;kWh
3342;electricity production, oil;IN-KA;electricity, high voltage;kWh
3343;electricity production, oil;IN-KL;electricity, high voltage;kWh
3344;electricity production, oil;IN-MH;electricity, high voltage;kWh
3345;electricity production, oil;IN-ML;electricity, high voltage;kWh
3346;electricity production, oil;IN-MN;electricity, high voltage;kWh
3347;electricity production, oil;IN-MP;electricity, high voltage;kWh
3348;electricity production, oil;IN-MZ;electricity, high voltage;kWh
3349;electricity production, oil;IN-NL;electricity, high voltage;kWh
3350;electricity production, oil;IN-OR;electricity, high voltage;kWh
3351;electricity production, oil;IN-PB;electricity, high voltage;kWh
3352;electricity production, oil;IN-RJ;electricity, high voltage;kWh
3353;electricity production, oil;IN-SK;electricity, high voltage;kWh
3354;electricity production, oil;IN-TN;electricity, high voltage;kWh
3355;electricity production, oil;IN-UP;electricity, high voltage;kWh
3356;electricity production, oil;IN-UT;electricity, high voltage;kWh
3357;electricity production, oil;IN-WB;electricity, high voltage;kWh
3358;electricity production, oil;IR;electricity, high voltage;kWh
3359;electricity production, oil;IS;electricity, high voltage;kWh
3360;electricity production, oil;IT;electricity, high voltage;kWh
3361;electricity production, oil;JP;electricity, high voltage;kWh
3362;electricity production, oil;KR;electricity, high voltage;kWh
3363;electricity production, oil;LT;electricity, high voltage;kWh
3364;electricity production, oil;LU;electricity, high voltage;kWh
3365;electricity production, oil;LV;electricity, high voltage;kWh
3366;electricity production, oil;MK;electricity, high voltage;kWh
3367;electricity production, oil;MT;electricity, high voltage;kWh
3368;electricity production, oil;MX;electricity, high voltage;kWh
3369;electricity production, oil;MY;electricity, high voltage;kWh
3370;electricity production, oil;NL;electricity, high voltage;kWh
3371;electricity production, oil;NO;electricity, high voltage;kWh
3372;electricity production, oil;NP;electricity, high voltage;kWh
3373;electricity production, oil;PE;electricity, high voltage;kWh
3374;electricity production, oil;PL;electricity, high voltage;kWh
3375;electricity production, oil;PT;electricity, high voltage;kWh
3376;electricity production, oil;RO;electricity, high voltage;kWh
3377;electricity production, oil;RU;electricity, high voltage;kWh
3378;electricity production, oil;RoW;electricity, high voltage;kWh
3379;electricity production, oil;SA;electricity, high voltage;kWh
3380;electricity production, oil;SE;electricity, high voltage;kWh
3381;electricity production, oil;SI;electricity, high voltage;kWh
3382;electricity production, oil;SK;electricity, high voltage;kWh
3383;electricity production, oil;TH;electricity, high voltage;kWh
3384;electricity production, oil;TR;electricity, high voltage;kWh
3385;electricity production, oil;TW;electricity, high voltage;kWh
3386;electricity production, oil;TZ;electricity, high voltage;kWh
3387;electricity production, oil;UA;electricity, high voltage;kWh
3388;electricity production, oil;US-ASCC;electricity, high voltage;kWh
3389;electricity production, oil;US-HICC;electricity, high voltage;kWh
3390;electricity production, oil;US-MRO;electricity, high voltage;kWh
3391;electricity production, oil;US-NPCC;electricity, high voltage;kWh
3392;electricity production, oil;US-RFC;electricity, high voltage;kWh
3393;electricity production, oil;US-SERC;electricity, high voltage;kWh
3394;electricity production, oil;US-TRE;electricity, high voltage;kWh
3395;electricity production, oil;US-WECC;electricity, high voltage;kWh
3396;electricity production, oil;ZA;electricity, high voltage;kWh
3397;electricity production, oil, aluminium industry;IAI Area, EU27 & EFTA;electricity, high voltage, aluminium industry;kWh
3398;electricity production, oil, aluminium industry;IAI Area, Gulf Cooperation Council;electricity, high voltage, aluminium industry;kWh
3399;electricity production, oil, aluminium industry;UN-OCEANIA;electricity, high voltage, aluminium industry;kWh
3400;electricity production, peat;EE;electricity, high voltage;kWh
3401;electricity production, peat;FI;electricity, high voltage;kWh
3402;electricity production, peat;RoW;electricity, high voltage;kWh
3403;electricity production, peat;IE;electricity, high voltage;kWh
3404;electricity production, peat;LT;electricity, high voltage;kWh
3405;electricity production, peat;RU;electricity, high voltage;kWh
3406;electricity production, peat;SE;electricity, high voltage;kWh
3407;electricity production, photovoltaic, 3kWp facade installation, multi-Si, laminated, integrated;CH;electricity, low voltage;kWh
3408;electricity production, photovoltaic, 3kWp facade installation, multi-Si, laminated, integrated;RoW;electricity, low voltage;kWh
3409;electricity production, photovoltaic, 3kWp facade installation, multi-Si, panel, mounted;CH;electricity, low voltage;kWh
3410;electricity production, photovoltaic, 3kWp facade installation, multi-Si, panel, mounted;RoW;electricity, low voltage;kWh
3411;electricity production, photovoltaic, 3kWp facade installation, single-Si, laminated, integrated;CH;electricity, low voltage;kWh
3412;electricity production, photovoltaic, 3kWp facade installation, single-Si, laminated, integrated;RoW;electricity, low voltage;kWh
3413;electricity production, photovoltaic, 3kWp facade installation, single-Si, panel, mounted;CH;electricity, low voltage;kWh
3414;electricity production, photovoltaic, 3kWp facade installation, single-Si, panel, mounted;RoW;electricity, low voltage;kWh
3415;electricity production, photovoltaic, 3kWp flat-roof installation, multi-Si;CH;electricity, low voltage;kWh
3416;electricity production, photovoltaic, 3kWp flat-roof installation, multi-Si;RoW;electricity, low voltage;kWh
3417;electricity production, photovoltaic, 3kWp flat-roof installation, single-Si;CH;electricity, low voltage;kWh
3418;electricity production, photovoltaic, 3kWp flat-roof installation, single-Si;RoW;electricity, low voltage;kWh
3419;electricity production, photovoltaic, 3kWp slanted-roof installation, CIS, panel, mounted;CH;electricity, low voltage;kWh
3420;electricity production, photovoltaic, 3kWp slanted-roof installation, CIS, panel, mounted;RoW;electricity, low voltage;kWh
3421;electricity production, photovoltaic, 3kWp slanted-roof installation, CdTe, laminated, integrated;CH;electricity, low voltage;kWh
3422;electricity production, photovoltaic, 3kWp slanted-roof installation, CdTe, laminated, integrated;RoW;electricity, low voltage;kWh
3423;electricity production, photovoltaic, 3kWp slanted-roof installation, a-Si, laminated, integrated;CH;electricity, low voltage;kWh
3424;electricity production, photovoltaic, 3kWp slanted-roof installation, a-Si, laminated, integrated;RoW;electricity, low voltage;kWh
3425;electricity production, photovoltaic, 3kWp slanted-roof installation, a-Si, panel, mounted;CH;electricity, low voltage;kWh
3426;electricity production, photovoltaic, 3kWp slanted-roof installation, a-Si, panel, mounted;RoW;electricity, low voltage;kWh
3427;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, laminated, integrated;CH;electricity, low voltage;kWh
3428;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, laminated, integrated;RoW;electricity, low voltage;kWh
3429;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;AT;electricity, low voltage;kWh
3430;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;AU;electricity, low voltage;kWh
3431;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;BE;electricity, low voltage;kWh
3432;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;BG;electricity, low voltage;kWh
3433;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;BR-North-eastern grid;electricity, low voltage;kWh
3434;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;BR-Northern grid;electricity, low voltage;kWh
3435;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;BR-South-eastern/Mid-western grid;electricity, low voltage;kWh
3436;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;BR-Southern grid;electricity, low voltage;kWh
3437;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CA-AB;electricity, low voltage;kWh
3438;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CA-BC;electricity, low voltage;kWh
3439;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CA-MB;electricity, low voltage;kWh
3440;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CA-NB;electricity, low voltage;kWh
3441;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CA-NS;electricity, low voltage;kWh
3442;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CA-NT;electricity, low voltage;kWh
3443;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CA-NU;electricity, low voltage;kWh
3444;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CA-ON;electricity, low voltage;kWh
3445;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CA-PE;electricity, low voltage;kWh
3446;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CA-QC;electricity, low voltage;kWh
3447;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CA-SK;electricity, low voltage;kWh
3448;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CA-YK;electricity, low voltage;kWh
3449;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CH;electricity, low voltage;kWh
3450;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CL;electricity, low voltage;kWh
3451;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CN-AH;electricity, low voltage;kWh
3452;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CN-BJ;electricity, low voltage;kWh
3453;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CN-CQ;electricity, low voltage;kWh
3454;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CN-FJ;electricity, low voltage;kWh
3455;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CN-GD;electricity, low voltage;kWh
3456;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CN-GS;electricity, low voltage;kWh
3457;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CN-GX;electricity, low voltage;kWh
3458;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CN-GZ;electricity, low voltage;kWh
3459;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CN-HA;electricity, low voltage;kWh
3460;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CN-HB;electricity, low voltage;kWh
3461;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CN-HE;electricity, low voltage;kWh
3462;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CN-HL;electricity, low voltage;kWh
3463;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CN-HN;electricity, low voltage;kWh
3464;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CN-HU;electricity, low voltage;kWh
3465;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CN-JL;electricity, low voltage;kWh
3466;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CN-JS;electricity, low voltage;kWh
3467;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CN-JX;electricity, low voltage;kWh
3468;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CN-LN;electricity, low voltage;kWh
3469;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CN-NM;electricity, low voltage;kWh
3470;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CN-NX;electricity, low voltage;kWh
3471;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CN-QH;electricity, low voltage;kWh
3472;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CN-SA;electricity, low voltage;kWh
3473;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CN-SC;electricity, low voltage;kWh
3474;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CN-SD;electricity, low voltage;kWh
3475;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CN-SH;electricity, low voltage;kWh
3476;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CN-SX;electricity, low voltage;kWh
3477;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CN-TJ;electricity, low voltage;kWh
3478;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CN-XJ;electricity, low voltage;kWh
3479;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CN-XZ;electricity, low voltage;kWh
3480;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CN-YN;electricity, low voltage;kWh
3481;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CN-ZJ;electricity, low voltage;kWh
3482;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CY;electricity, low voltage;kWh
3483;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CZ;electricity, low voltage;kWh
3484;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;DE;electricity, low voltage;kWh
3485;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;DK;electricity, low voltage;kWh
3486;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;ES;electricity, low voltage;kWh
3487;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;FI;electricity, low voltage;kWh
3488;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;FR;electricity, low voltage;kWh
3489;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;GB;electricity, low voltage;kWh
3490;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;GR;electricity, low voltage;kWh
3491;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;HR;electricity, low voltage;kWh
3492;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;HU;electricity, low voltage;kWh
3493;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;ID;electricity, low voltage;kWh
3494;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;IE;electricity, low voltage;kWh
3495;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;IN-AP;electricity, low voltage;kWh
3496;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;IN-AR;electricity, low voltage;kWh
3497;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;IN-AS;electricity, low voltage;kWh
3498;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;IN-BR;electricity, low voltage;kWh
3499;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;IN-CH;electricity, low voltage;kWh
3500;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;IN-CT;electricity, low voltage;kWh
3501;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;IN-DD;electricity, low voltage;kWh
3502;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;IN-DL;electricity, low voltage;kWh
3503;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;IN-DN;electricity, low voltage;kWh
3504;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;IN-GJ;electricity, low voltage;kWh
3505;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;IN-HP;electricity, low voltage;kWh
3506;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;IN-HR;electricity, low voltage;kWh
3507;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;IN-JH;electricity, low voltage;kWh
3508;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;IN-KA;electricity, low voltage;kWh
3509;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;IN-KL;electricity, low voltage;kWh
3510;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;IN-MH;electricity, low voltage;kWh
3511;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;IN-MN;electricity, low voltage;kWh
3512;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;IN-MP;electricity, low voltage;kWh
3513;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;IN-OR;electricity, low voltage;kWh
3514;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;IN-PB;electricity, low voltage;kWh
3515;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;IN-PY;electricity, low voltage;kWh
3516;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;IN-RJ;electricity, low voltage;kWh
3517;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;IN-TN;electricity, low voltage;kWh
3518;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;IN-TR;electricity, low voltage;kWh
3519;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;IN-UP;electricity, low voltage;kWh
3520;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;IN-UT;electricity, low voltage;kWh
3521;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;IN-WB;electricity, low voltage;kWh
3522;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;IT;electricity, low voltage;kWh
3523;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;JP;electricity, low voltage;kWh
3524;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;KR;electricity, low voltage;kWh
3525;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;LT;electricity, low voltage;kWh
3526;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;LU;electricity, low voltage;kWh
3527;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;LV;electricity, low voltage;kWh
3528;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;MK;electricity, low voltage;kWh
3529;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;MT;electricity, low voltage;kWh
3530;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;MX;electricity, low voltage;kWh
