index;activityName;geography;product;unitName
373;aluminium production, primary, liquid, prebake;RoW;aluminium, primary, liquid;kg
374;aluminium production, primary, liquid, prebake;UN-OCEANIA;aluminium, primary, liquid;kg
375;aluminium scrap, new, Recycled Content cut-off;GLO;aluminium scrap, new;kg
376;aluminium scrap, post-consumer, Recycled Content cut-off;GLO;aluminium scrap, post-consumer;kg
377;aluminium scrap, post-consumer, prepared for melting, Recycled Content cut-off;GLO;aluminium scrap, post-consumer, prepared for melting;kg
378;aluminium sulfate production, powder;RoW;aluminium sulfate, powder;kg
379;aluminium sulfate production, powder;RER;aluminium sulfate, powder;kg
380;aluminium sulfate production, without water, in 4.33% aluminium solution state;CA-QC;aluminium sulfate, without water, in 4.33% aluminium solution state;kg
381;aluminium sulfate production, without water, in 4.33% aluminium solution state;RoW;aluminium sulfate, without water, in 4.33% aluminium solution state;kg
382;aluminium turning, average, computer numerical controlled;RoW;aluminium removed by turning, average, computer numerical controlled;kg
383;aluminium turning, average, computer numerical controlled;RER;aluminium removed by turning, average, computer numerical controlled;kg
384;aluminium turning, average, conventional;RoW;aluminium removed by turning, average, conventional;kg
385;aluminium turning, average, conventional;RER;aluminium removed by turning, average, conventional;kg
386;aluminium turning, primarily dressing, computer numerical controlled;RoW;aluminium removed by turning, primarily dressing, computer numerical controlled;kg
387;aluminium turning, primarily dressing, computer numerical controlled;RER;aluminium removed by turning, primarily dressing, computer numerical controlled;kg
388;aluminium turning, primarily dressing, conventional;RoW;aluminium removed by turning, primarily dressing, conventional;kg
389;aluminium turning, primarily dressing, conventional;RER;aluminium removed by turning, primarily dressing, conventional;kg
390;aluminium turning, primarily roughing, computer numerical controlled;RoW;aluminium removed by turning, primarily roughing, computer numerical controlled;kg
391;aluminium turning, primarily roughing, computer numerical controlled;RER;aluminium removed by turning, primarily roughing, computer numerical controlled;kg
392;aluminium turning, primarily roughing, conventional;RoW;aluminium removed by turning, primarily roughing, conventional;kg
393;aluminium turning, primarily roughing, conventional;RER;aluminium removed by turning, primarily roughing, conventional;kg
394;aluminium, in mixed metal scrap, Recycled Content cut-off;GLO;aluminium, in mixed metal scrap;kg
395;aluminium, ingot, primary, import from Africa;IAI Area, EU27 & EFTA;aluminium, primary, ingot;kg
396;aluminium, ingot, primary, import from Africa;IAI Area, North America;aluminium, primary, ingot;kg
397;aluminium, ingot, primary, import from Asia (excluding China);IAI Area, EU27 & EFTA;aluminium, primary, ingot;kg
398;aluminium, ingot, primary, import from Asia (excluding China);IAI Area, North America;aluminium, primary, ingot;kg
399;aluminium, ingot, primary, import from EU27 & EFTA;IAI Area, North America;aluminium, primary, ingot;kg
400;aluminium, ingot, primary, import from Middle East (Gulf cooperation Council);IAI Area, EU27 & EFTA;aluminium, primary, ingot;kg
401;aluminium, ingot, primary, import from Middle East (Gulf cooperation Council);IAI Area, North America;aluminium, primary, ingot;kg
402;aluminium, ingot, primary, import from Northern America;IAI Area, EU27 & EFTA;aluminium, primary, ingot;kg
403;aluminium, ingot, primary, import from Oceania;IAI Area, EU27 & EFTA;aluminium, primary, ingot;kg
404;aluminium, ingot, primary, import from Oceania;IAI Area, North America;aluminium, primary, ingot;kg
405;aluminium, ingot, primary, import from Rest of Europe;IAI Area, EU27 & EFTA;aluminium, primary, ingot;kg
406;aluminium, ingot, primary, import from Rest of Europe;IAI Area, North America;aluminium, primary, ingot;kg
407;aluminium, ingot, primary, import from South America;IAI Area, EU27 & EFTA;aluminium, primary, ingot;kg
408;aluminium, ingot, primary, import from South America;IAI Area, North America;aluminium, primary, ingot;kg
409;aluminium, ingot, primary, import from unspecified;IAI Area, North America;aluminium, primary, ingot;kg
410;amidosulfuron production;GLO;amidosulfuron;kg
411;amine oxides production;RoW;amine oxides;kg
412;amine oxides production;RER;amine oxides;kg
413;aminopyridine production, Chichibabin amination;RoW;aminopyridine;kg
414;aminopyridine production, Chichibabin amination;RoW;hydrogen, gaseous, low pressure;kg
415;aminopyridine production, Chichibabin amination;RER;aminopyridine;kg
416;aminopyridine production, Chichibabin amination;RER;hydrogen, gaseous, low pressure;kg
417;ammonia production, partial oxidation, liquid;CN;ammonia, anhydrous, liquid;kg
418;ammonia production, partial oxidation, liquid;CN;carbon dioxide, in chemical industry;kg
419;ammonia production, partial oxidation, liquid;RoW;ammonia, anhydrous, liquid;kg
420;ammonia production, partial oxidation, liquid;RoW;carbon dioxide, in chemical industry;kg
421;ammonia production, steam reforming, liquid;CN;ammonia, anhydrous, liquid;kg
422;ammonia production, steam reforming, liquid;CN;carbon dioxide, in chemical industry;kg
423;ammonia production, steam reforming, liquid;RAF;ammonia, anhydrous, liquid;kg
424;ammonia production, steam reforming, liquid;RER w/o RU;ammonia, anhydrous, liquid;kg
425;ammonia production, steam reforming, liquid;RER w/o RU;carbon dioxide, in chemical industry;kg
426;ammonia production, steam reforming, liquid;RER w/o RU;steam, in chemical industry;kg
427;ammonia production, steam reforming, liquid;RLA;ammonia, anhydrous, liquid;kg
428;ammonia production, steam reforming, liquid;RNA;ammonia, anhydrous, liquid;kg
429;ammonia production, steam reforming, liquid;RNA;carbon dioxide, in chemical industry;kg
430;ammonia production, steam reforming, liquid;RU;ammonia, anhydrous, liquid;kg
431;ammonia production, steam reforming, liquid;RoW;ammonia, anhydrous, liquid;kg
432;ammonia production, steam reforming, liquid;RoW;carbon dioxide, in chemical industry;kg
433;ammonia production, steam reforming, liquid;RoW;steam, in chemical industry;kg
434;ammonia production, steam reforming, liquid;SAS;ammonia, anhydrous, liquid;kg
435;ammonia production, steam reforming, liquid;UN-OCEANIA;ammonia, anhydrous, liquid;kg
436;ammonia production, steam reforming, liquid;UN-SEASIA;ammonia, anhydrous, liquid;kg
437;ammonium bicarbonate production;RoW;ammonium bicarbonate;kg
438;ammonium bicarbonate production;RER;ammonium bicarbonate;kg
439;ammonium carbonate production;RoW;ammonium carbonate;kg
440;ammonium carbonate production;RER;ammonium carbonate;kg
441;ammonium chloride production;GLO;ammonium chloride;kg
442;ammonium nitrate phosphate production;CN;ammonium nitrate phosphate;kg
443;ammonium nitrate phosphate production;RoW;ammonium nitrate phosphate;kg
444;ammonium nitrate phosphate production;RER;ammonium nitrate phosphate;kg
445;ammonium nitrate phosphate production;RNA;ammonium nitrate phosphate;kg
446;ammonium nitrate production;CN;ammonium nitrate;kg
447;ammonium nitrate production;RoW;ammonium nitrate;kg
448;ammonium nitrate production;RER;ammonium nitrate;kg
449;ammonium nitrate production;RNA;ammonium nitrate;kg
450;ammonium nitrite production;RoW;ammonium nitrite;kg
451;ammonium nitrite production;RER;ammonium nitrite;kg
452;ammonium paratungstate production, ion exchange;CN;ammonium paratungstate;kg
453;ammonium paratungstate production, solvent extraction;AT;ammonium paratungstate;kg
454;ammonium paratungstate production, solvent extraction;DE;ammonium paratungstate;kg
455;ammonium paratungstate production, solvent extraction;RoW;ammonium paratungstate;kg
456;ammonium paratungstate production, solvent extraction;US;ammonium paratungstate;kg
457;ammonium sulfate production;RoW;ammonium sulfate;kg
458;ammonium sulfate production;RER;ammonium sulfate;kg
459;ammonium thiocyanate production;GLO;ammonium thiocyanate;kg
460;anaerobic digestion of manure;CH;biogas;m3
461;anaerobic digestion of manure;RoW;biogas;m3
462;anaerobic digestion plant construction, agricultural;CH;anaerobic digestion plant, agricultural;unit
463;anaerobic digestion plant construction, agricultural;RoW;anaerobic digestion plant, agricultural;unit
464;anaerobic digestion plant construction, agriculture, with methane recovery;CH;anaerobic digestion plant, agriculture, with methane recovery;unit
465;anaerobic digestion plant construction, agriculture, with methane recovery;RoW;anaerobic digestion plant, agriculture, with methane recovery;unit
466;anaerobic digestion plant construction, for biowaste;CH;anaerobic digestion plant, for biowaste;unit
467;anaerobic digestion plant construction, for biowaste;RoW;anaerobic digestion plant, for biowaste;unit
468;anaerobic digestion plant construction, for sewage sludge;CH;anaerobic digestion plant, for sewage sludge;unit
469;anaerobic digestion plant construction, for sewage sludge;RoW;anaerobic digestion plant, for sewage sludge;unit
470;anchovy, capture by steel purse seiner and landing whole, fresh;ES;landed anchovy by-catch, fresh;kg
471;anchovy, capture by steel purse seiner and landing whole, fresh;ES;landed anchovy, fresh;kg
472;anchovy, capture by steel purse seiner and landing whole, fresh;RoW;landed anchovy by-catch, fresh;kg
473;anchovy, capture by steel purse seiner and landing whole, fresh;RoW;landed anchovy, fresh;kg
474;anchovy, capture by steel purse seiner and landing whole, fresh;PE;landed anchovy, fresh;kg
475;anchovy, capture by wooden purse seiner and landing whole, fresh;PE;landed anchovy, fresh;kg
476;anhydrite floor production;CH;anhydrite floor;kg
477;anhydrite floor production;RoW;anhydrite floor;kg
478;anhydrite production;CH;anhydrite;kg
479;anhydrite production;RoW;anhydrite;kg
480;anhydrite production, burned;CH;anhydrite, burned;kg
481;anhydrite production, burned;RoW;anhydrite, burned;kg
482;aniline production;RoW;aniline;kg
483;aniline production;RER;aniline;kg
484;anionic resin production;CH;anionic resin;kg
485;anionic resin production;RoW;anionic resin;kg
486;anode factory construction;RoW;anode factory;unit
487;anode factory construction;RER;anode factory;unit
488;anode production, for metal electrolysis;RoW;anode, for metal electrolysis;kg
489;anode production, for metal electrolysis;RER;anode, for metal electrolysis;kg
490;anode production, graphite, for Li-ion battery;CN;anode, graphite, for Li-ion battery;kg
491;anode production, graphite, for Li-ion battery;RoW;anode, graphite, for Li-ion battery;kg
492;anode production, paste, for aluminium electrolysis;IAI Area, Africa;anode, paste, for aluminium electrolysis;kg
493;anode production, paste, for aluminium electrolysis;IAI Area, Asia, without China and GCC;anode, paste, for aluminium electrolysis;kg
494;anode production, paste, for aluminium electrolysis;IAI Area, EU27 & EFTA;anode, paste, for aluminium electrolysis;kg
495;anode production, paste, for aluminium electrolysis;IAI Area, Gulf Cooperation Council;anode, paste, for aluminium electrolysis;kg
496;anode production, paste, for aluminium electrolysis;IAI Area, Russia & RER w/o EU27 & EFTA;anode, paste, for aluminium electrolysis;kg
497;anode production, paste, for aluminium electrolysis;IAI Area, South America;anode, paste, for aluminium electrolysis;kg
498;anode production, paste, for aluminium electrolysis;RoW;anode, paste, for aluminium electrolysis;kg
499;anode production, paste, for aluminium electrolysis;UN-OCEANIA;anode, paste, for aluminium electrolysis;kg
500;anode production, prebake, for aluminium electrolysis;CA;anode, prebake, for aluminium electrolysis;kg
501;anode production, prebake, for aluminium electrolysis;CN;anode, prebake, for aluminium electrolysis;kg
502;anode production, prebake, for aluminium electrolysis;IAI Area, Africa;anode, prebake, for aluminium electrolysis;kg
503;anode production, prebake, for aluminium electrolysis;IAI Area, Asia, without China and GCC;anode, prebake, for aluminium electrolysis;kg
504;anode production, prebake, for aluminium electrolysis;IAI Area, EU27 & EFTA;anode, prebake, for aluminium electrolysis;kg
505;anode production, prebake, for aluminium electrolysis;IAI Area, Gulf Cooperation Council;anode, prebake, for aluminium electrolysis;kg
506;anode production, prebake, for aluminium electrolysis;IAI Area, Russia & RER w/o EU27 & EFTA;anode, prebake, for aluminium electrolysis;kg
507;anode production, prebake, for aluminium electrolysis;IAI Area, South America;anode, prebake, for aluminium electrolysis;kg
508;anode production, prebake, for aluminium electrolysis;RoW;anode, prebake, for aluminium electrolysis;kg
509;anode production, prebake, for aluminium electrolysis;UN-OCEANIA;anode, prebake, for aluminium electrolysis;kg
510;anode production, silicon coated graphite, NCA, for Li-ion battery;CN;anode, silicon coated graphite, for Li-ion battery;kg
511;anode production, silicon coated graphite, NCA, for Li-ion battery;RoW;anode, silicon coated graphite, for Li-ion battery;kg
512;anode production, silicon coated graphite, NMC811, for Li-ion battery;CN;anode, silicon coated graphite, for Li-ion battery;kg
513;anode production, silicon coated graphite, NMC811, for Li-ion battery;RoW;anode, silicon coated graphite, for Li-ion battery;kg
514;anode refinery construction;RoW;anode refinery;unit
515;anode refinery construction;SE;anode refinery;unit
516;anodising, aluminium sheet;CA-QC;anodising, aluminium sheet;m2
517;anodising, aluminium sheet;RoW;anodising, aluminium sheet;m2
518;anodising, aluminium sheet;RER;anodising, aluminium sheet;m2
519;anthranilic acid production;RoW;anthranilic acid;kg
520;anthranilic acid production;RER;anthranilic acid;kg
521;anthraquinone production;RoW;anthraquinone;kg
522;anthraquinone production;RER;anthraquinone;kg
523;anti-reflex-coating, etching, solar glass;DK;anti-reflex-coating, etching, solar glass;m2
524;anti-reflex-coating, etching, solar glass;RoW;anti-reflex-coating, etching, solar glass;m2
525;antimony production;CN;antimony;kg
